des,year,month,day_of_year,days_from_now,dist_km,diameter_km,v_rel,h,threat_score,kinetic_energy_megatons,india_visible,best_observatory,threat_category
2021 LQ,2021,5,149,-1761.477768499896,3092654.915524413,4.2634838333280954e-05,24.6337494291647,24.5,3.3959686843266827e-10,4.413902581048764e-09,0,0,watch
2021 KM1,2021,5,150,-1760.9749907221183,1768007.0543619709,2.0033859354144552e-05,8.14550365082308,26.14,9.229933450019533e-11,5.0072305690939016e-11,1,0,watch
2021 KO2,2021,5,150,-1760.972907388785,370616.0809679712,8.428778099597386e-06,15.000294653608,28.02,3.411458961349423e-10,1.2646236072843297e-11,1,0,watch
2021 LB1,2021,5,150,-1760.6270740554517,1857214.406428921,1.1370108801958289e-05,7.88482890801034,27.37,4.827195086284436e-11,8.57721413670146e-12,1,0,watch
2021 KB22,2021,5,150,-1760.3069351665627,108565.12836915886,3.4179414627871454e-06,6.69133950563549,29.98,2.1066254958156762e-10,1.6779840795176287e-13,0,0,watch
2021 KN2,2021,5,151,-1760.0472129443406,144527.13148133043,6.364504831722615e-06,9.81582761780806,28.63,4.3225712473900257e-10,2.3313933335041265e-12,1,0,watch
2021 KS,2021,5,151,-1760.0187407221183,5947407.787491627,1.769149852345745e-05,6.03870662563425,26.41,1.79630812562895e-11,1.8951760820351827e-11,1,0,monitor
2021 KQ2,2021,5,151,-1759.9020740554515,177327.73483147327,3.4495672857590946e-06,3.15231341680885,29.96,6.132214595431281e-11,3.8284280137506175e-14,1,0,watch
2021 KT1,2021,6,152,-1758.540268499896,7249777.731390771,0.00017773158770352293,18.1082757473223,21.4,4.4393258916192753e-10,1.72788925097583e-07,0,2,monitor
2018 LB,2021,6,152,-1758.4284629443405,1116494.214321197,2.1368036680403075e-05,7.69625763177513,26.0,1.4729491050483168e-10,5.424015214834605e-11,0,2,watch
2021 LA1,2021,6,152,-1758.3736018332295,6845191.5803562375,3.0603043564906536e-05,7.5335175189604,25.22,3.368036703185063e-11,1.5267126696874564e-10,0,2,monitor
2021 LL1,2021,6,152,-1758.3492962776738,1235870.6769221963,1.555122555859944e-05,6.67149423589709,26.69,8.394884158406423e-11,1.5711148547409534e-11,0,2,watch
2021 KT2,2021,6,152,-1758.1930462776738,291552.7639891734,7.075621949863019e-06,8.40526797726947,28.4,2.039853705405347e-10,2.348901650050414e-12,0,2,watch
2021 JW6,2021,6,153,-1758.054157388785,3110127.9107630877,1.994181213157406e-05,5.4390906452968,26.15,3.4874875544426764e-11,2.201984703939805e-11,0,2,watch
2021 KE1,2021,6,153,-1757.1680462776737,5797033.94384233,1.5840344427676464e-05,6.33002018728867,26.65,1.7296724665085864e-11,1.4947614700739574e-11,0,2,monitor
2021 KN1,2021,6,154,-1757.090268499896,2296786.219161037,4.283163180558072e-05,13.3427835152239,24.49,2.488229797000417e-10,1.3129693378805373e-09,0,4,watch
2021 LE,2021,6,154,-1756.2430462776738,4833370.419182757,3.0183154065945533e-05,8.9644301932201,25.25,5.5980558941130334e-11,2.0739920338675785e-10,1,2,watch
2021 LX1,2021,6,155,-1755.9520740554517,159626.58613935392,1.2875515337365378e-05,17.3646786063751,27.1,1.4006387728521522e-09,6.040810383605031e-11,0,4,watch
2021 LY1,2021,6,155,-1755.9506851665628,405798.29976385564,7.866193411912746e-06,11.6075528960628,28.17,2.250065024239183e-10,6.1552124508707354e-12,0,3,watch
2021 KF2,2021,6,156,-1754.7867962776738,5025671.339963648,8.785462321698922e-05,11.1940172384504,22.93,1.956845365012778e-10,7.975054274166912e-09,0,3,monitor
2021 LC1,2021,6,156,-1754.6208240554515,1141852.6421807888,1.6740353343143497e-05,15.334489331284,26.53,2.2481427135123667e-10,1.0353813549397354e-10,0,0,watch
2021 LN2,2021,6,157,-1753.990268499896,3826724.2242583684,2.1665295681099688e-05,14.840346041189,25.97,8.401976890678831e-11,2.102082516548185e-10,1,3,watch
2021 LW3,2021,6,157,-1753.647907388785,2546587.287197658,8.236915686103753e-05,10.4223757478126,23.07,3.3711088842391474e-10,5.697641993107903e-09,0,0,watch
2021 LK,2021,6,157,-1753.5173518332294,1168598.6030773874,1.5127411488457003e-05,6.98928590989448,26.75,9.047572339297647e-11,1.5871841487605118e-11,0,0,watch
2021 LT2,2021,6,158,-1753.1062407221184,3686816.3691736516,1.9044282737485533e-05,10.1659861456977,26.25,5.251249182975213e-11,6.69978292408362e-11,1,1,watch
2021 LH2,2021,6,158,-1752.6763796110072,7005075.946015909,2.0500507885434345e-05,4.75947811517636,26.09,1.392871674520794e-11,1.8318097783891196e-11,0,0,monitor
2024 LE1,2021,6,159,-1751.6520740554515,6934173.700112207,1.8525273161712654e-05,9.48578769849128,26.31,2.534214109256031e-11,5.369186697618981e-11,0,0,monitor
2021 KG6,2021,6,159,-1751.6284629443405,6895376.61470097,3.449567285759095e-05,8.36839017950605,24.96,4.186475461854614e-11,2.698022374224061e-10,0,0,monitor
2021 LC3,2021,6,160,-1750.7687407221183,713336.2295488245,1.6895249925511025e-05,10.4910243752095,26.51,2.484781670291721e-10,4.981928573954408e-11,1,0,watch
2021 LK6,2021,6,160,-1750.4166573887849,749952.437674935,7.108281536872795e-06,12.4492275180876,28.39,1.1799763514270716e-10,5.224521402931489e-12,0,0,watch
2021 LJ6,2021,6,160,-1750.2937407221184,1236417.0036065225,2.186576219385461e-05,17.0776515529062,25.95,3.020145036796944e-10,2.8616597875762646e-10,0,0,watch
2021 LU5,2021,6,161,-1750.0423518332293,6154518.85219285,4.783707540612207e-05,8.67207348540283,24.25,6.740520960478292e-11,7.726941126355816e-10,1,0,monitor
2021 LC2,2021,6,161,-1749.747907388785,5035194.026032955,4.783707540612207e-05,21.7605225060461,24.25,2.0673677133718674e-10,4.8651960238854065e-09,1,0,monitor
2021 LS2,2021,6,162,-1749.0805462776739,1214650.141901035,9.457244574964496e-06,9.30859706197829,27.77,7.247657249448316e-11,6.879076952521414e-12,0,2,watch
2008 WH96,2021,6,162,-1748.6180462776738,5260835.615340365,8.506768623118623e-05,12.5400219228971,23.0,2.0277209330749837e-10,9.085697976781595e-09,0,2,monitor
2021 KZ2,2021,6,162,-1748.279157388785,4671519.734196345,3.032247317505441e-05,6.68063484738109,25.24,4.336348393632465e-11,1.1678771832397444e-10,0,2,watch
2021 MW,2021,6,163,-1748.0180462776739,1995380.5300239976,4.4644156360313364e-05,15.1443872841562,24.4,3.388368202063591e-10,1.915424856722093e-09,0,2,watch
2021 LC4,2021,6,163,-1747.9881851665627,392852.9328774661,1.7209356073147527e-05,14.9988932702776,26.47,6.570430646927445e-10,1.0761681487225361e-10,0,2,watch
2021 LC5,2021,6,163,-1747.7263796110071,7336768.336967241,4.610676168170889e-05,8.49717514206102,24.33,5.339915494792562e-11,6.642183117776517e-10,0,2,monitor
2021 LZ8,2021,6,163,-1747.6749907221183,3748001.1801443263,3.997280459271138e-05,8.81131637124487,24.64,9.397356366327693e-11,4.654181273465101e-10,0,2,watch
2021 JM6,2021,6,163,-1747.2992962776739,4226485.51735374,3.6623902615485004e-05,8.33846708412579,24.83,7.225559041845652e-11,3.2057831513369817e-10,0,2,watch
2021 LG5,2021,6,163,-1747.210407388785,159098.55782561685,6.134294477809251e-06,15.8257135521884,28.71,6.101852120934141e-10,5.426106404610826e-12,0,4,watch
2021 LO2,2021,6,164,-1746.4624907221182,221839.9031318883,8.467683571608254e-06,8.68073159252573,28.01,3.313456562946219e-10,4.294121819641026e-12,1,2,watch
2021 LV7,2021,6,165,-1745.7937407221184,2735258.4625487253,3.997280459271138e-05,19.3502809357964,24.64,2.827831480100499e-10,2.244586021405964e-09,0,0,watch
2021 LN6,2021,6,166,-1744.9159629443404,6319549.555702618,5.543251976529954e-05,24.9385254359292,23.93,2.1875060745383656e-10,9.94267506405034e-09,0,3,monitor
2021 MU,2021,6,166,-1744.735407388785,165860.59966323758,1.1214105060766337e-05,4.68179928580377,27.4,3.165440687602989e-10,2.9012642507237472e-12,0,0,watch
2021 LV5,2021,6,166,-1744.1979073887849,4524802.06782513,1.7773158770352298e-05,11.0636758455912,26.4,4.345747381651071e-11,6.450013006418479e-11,1,2,watch
2021 LF6,2021,6,167,-1744.040268499896,1405277.4597064573,6.6338343155623765e-06,1.68847095037512,28.54,7.970693939521687e-12,7.811759978733085e-14,1,3,watch
2021 LY4,2021,6,167,-1743.9555462776739,891594.2980712572,2.0595133930434124e-05,10.9925240642919,26.08,2.539187451370603e-10,9.907328303562111e-11,1,3,watch
2021 MX,2021,6,167,-1743.9180462776737,4539136.103411233,0.00013924019426284236,32.5787566065367,21.93,9.993691079954506e-10,2.689247136057658e-07,1,3,watch
2021 ME,2021,6,168,-1743.122907388785,316572.8671709752,5.467195708136151e-06,5.69115419839773,28.96,9.828591466436907e-11,4.967780632719284e-13,1,0,watch
2021 NV8,2021,6,168,-1742.2597129443404,5392562.557744039,2.8824688355720715e-05,4.31687018437042,25.35,2.3074825076973403e-11,4.188897006113786e-11,1,0,monitor
2025 MB,2021,6,169,-1741.9722129443405,177561.38686369781,3.782375314963675e-06,7.55591184569119,29.76,1.6095444483727997e-10,2.899582496032154e-13,1,0,watch
2021 LP6,2021,6,169,-1741.8659629443405,2337720.648323678,1.4580238244877547e-05,8.82616096116823,26.83,5.504829231574305e-11,2.2662373414000206e-11,1,0,watch
2021 NR1,2021,6,169,-1741.7513796110072,4296902.544845823,2.3975331487613505e-05,8.0656983456883,25.75,4.500399753048424e-11,8.414835987371442e-11,1,0,watch
2021 LL6,2021,6,169,-1741.6472129443405,1681357.3661045397,1.4580238244877547e-05,9.88631716104423,26.83,8.573124457557108e-11,2.8433530128702496e-11,1,0,watch
2021 LO6,2021,6,169,-1741.4701296110072,2941057.4741439633,1.0369662472041994e-05,7.62307830363697,27.57,2.6877662099979908e-11,6.081664611829517e-12,1,0,watch
2021 LU8,2021,6,171,-1739.902768499896,1258575.798838222,1.4513248135227007e-05,10.0388140467463,26.84,1.1576243510984533e-10,2.8915221530755657e-11,1,0,watch
2021 LE4,2021,6,172,-1738.929157388785,1784370.1927180735,3.234183227462154e-05,13.7692663289628,25.1,2.495688977395224e-10,6.019817222046938e-10,0,2,watch
2021 LK9,2021,6,172,-1738.9117962776738,2018097.1277504654,2.7274991286970847e-05,11.5515816602585,25.47,1.561219649945613e-10,2.541233721731933e-10,0,2,watch
2021 MF,2021,6,173,-1738.0673518332294,5254242.673644716,3.046243535195271e-05,12.8827828358966,25.23,7.469029576045853e-11,4.403328402282817e-10,0,2,monitor
2021 LV6,2021,6,173,-1737.552768499896,1927305.422801283,1.6895249925511025e-05,4.34581657994785,26.51,3.809653435309143e-11,8.548786865004709e-12,0,2,watch
2021 LS5,2021,6,173,-1737.3583240554517,3543378.428120739,2.487508769705536e-05,9.5519209999663,25.67,6.705602502511205e-11,1.3180841827200367e-10,0,2,watch
2021 MZ1,2021,6,173,-1737.2256851665627,790192.0566703889,3.046243535195271e-05,8.26944756328135,25.23,3.187927664753768e-10,1.8143233919361318e-10,0,2,watch
2021 MV,2021,6,175,-1736.0534629443405,2125042.695153976,1.769149852345745e-05,9.7665010703727,26.41,8.130850248791104e-11,4.957237297278677e-11,0,2,watch
441987,2021,6,176,-1734.9256851665627,5972530.9417044055,0.00018187148820394684,13.3508954090355,21.35,4.065524717404976e-10,1.0064274925880654e-07,0,2,monitor
2021 ML1,2021,6,176,-1734.2624907221184,2813454.456622151,3.5955441058116554e-05,4.85337158048033,24.87,6.202521437102284e-11,1.0276584321546956e-10,0,4,watch
2021 LV2,2021,6,177,-1733.2826296110072,1776854.6111273514,2.990643324615883e-05,7.42344417553505,25.27,1.2494479644081226e-10,1.3834790867000528e-10,0,4,watch
2021 ME1,2021,6,178,-1732.6263796110072,1802125.5099470639,5.367408140550354e-05,8.53812981692292,24.0,2.5429764592685856e-10,1.0580037620627947e-09,0,2,watch
2021 MK1,2021,6,178,-1732.522907388785,7141801.493633239,0.00018440157263085595,10.0991097872278,21.32,2.6075937963224937e-10,6.002440882861111e-08,1,2,monitor
2024 JT3,2021,6,178,-1732.4069351665628,6600025.096387344,5.055505887876389e-06,8.46972889003927,29.13,6.4876668871680495e-12,8.699628809079891e-13,1,2,monitor
2021 NO1,2021,6,179,-1731.8951296110072,3600957.021142665,3.2641087564169885e-05,9.68252282678924,25.08,8.776779994197546e-11,3.060122158377974e-10,0,0,watch
2021 LD6,2021,6,179,-1731.5180462776739,4048892.7081578537,1.2296021688389236e-05,2.14874311423657,27.2,6.525485815466519e-12,8.056208555996421e-13,0,1,watch
2021 MQ1,2021,6,180,-1730.9569351665627,6454528.542655937,8.313130928570519e-05,17.9690825230204,23.05,2.31433379979585e-10,1.741059090090643e-08,0,3,monitor
2021 NM,2021,6,180,-1730.6944351665627,1567926.6923754958,1.9220497316067632e-05,15.4527463159073,26.23,1.8942816047144682e-10,1.5913769176329078e-10,0,0,watch
2021 NC,2021,6,180,-1730.3124907221184,6717866.162743808,3.417941462787145e-05,9.28387539535573,24.98,4.723485386641793e-11,3.230132298494231e-10,1,0,monitor
2021 NN1,2021,7,182,-1728.516657388785,3063130.169323794,2.6167643865311364e-05,7.60777994240584,25.56,6.49915821835553e-11,9.733691746500645e-11,0,0,watch
2010 XJ11,2021,7,182,-1728.4492962776737,1555541.6930425372,5.467195708136151e-05,16.3677645611498,23.96,5.752708047668777e-10,4.109040703780429e-09,0,0,watch
2021 GM4,2021,7,182,-1728.1451296110072,4647543.147395063,0.00014715147528328301,6.29226742458456,21.81,1.992270765519489e-10,1.1840663763830736e-08,1,0,watch
2021 NL8,2021,7,183,-1728.0152684998961,2956543.91593,1.7773158770352298e-05,10.1215132060185,26.4,6.084511724568729e-11,5.3982450694703834e-11,1,0,watch
2021 MT1,2021,7,183,-1727.6742962776739,1999726.9914998023,2.3321937143708517e-05,17.7724868613443,25.81,2.0727270433890035e-10,3.760608369492076e-10,1,0,watch
2021 NM1,2021,7,183,-1727.6194351665627,500302.7833387846,5.1258349803766836e-06,7.78366064751236,29.1,7.974722778102787e-11,7.658249145708533e-13,1,0,watch
2021 LE7,2021,7,183,-1727.5319351665628,4157751.2651903573,2.9496101599085644e-05,11.4127636024232,25.3,8.096492870119038e-11,3.137208245828604e-10,1,0,watch
2021 NA,2021,7,184,-1726.934018499896,65291.92233320595,6.603354615523252e-06,11.390842090442,28.55,1.1520225933731268e-09,3.506496157019763e-12,0,2,watch
2021 LG3,2021,7,184,-1726.7486018332295,7443573.641550708,7.830051536152842e-05,8.61664452899246,23.18,9.064029454092258e-11,3.3453230154977184e-09,0,2,monitor
2020 AD1,2021,7,185,-1725.809018499896,1067653.560713094,1.9044282737485533e-05,4.84809001244512,26.25,8.647786166902096e-11,1.523712582145416e-11,0,2,watch
2021 NR3,2021,7,186,-1724.6222129443406,918449.5306077254,3.4337179637632074e-05,7.90937500309944,24.97,2.9570011334549626e-10,2.377092263578945e-10,0,2,watch
2021 NR2,2021,7,186,-1724.616657388785,1551279.8349434938,1.4446565817171918e-05,9.03899193758335,26.85,8.417719937160191e-11,2.3120738544941427e-11,0,2,watch
2021 NB8,2021,7,187,-1724.1381851665628,931993.8246894481,7.938978403410347e-06,7.61327541682307,28.15,6.48519630841043e-11,2.7221044573592143e-12,0,2,watch
2021 NB,2021,7,187,-1723.9986018332295,1189185.583335444,1.3860044368231238e-05,9.28756970637095,26.94,1.082472996706611e-10,2.1555885953910386e-11,0,2,watch
2021 NK2,2021,7,187,-1723.9930462776738,6111224.747038081,3.5955441058116554e-05,12.9638327478121,24.87,7.627281658674933e-11,7.332102765371397e-10,0,2,monitor
